2015-08-15|06:05:17|super@gmail.com|127.0.0.1|localhost.com|INFO|site/login|Login success|[] 
2015-08-15|07:23:05|super@gmail.com|127.0.0.1|localhost.com|INFO|event/update-product-name|Product name updated.|[] 
2015-08-15|07:24:20|super@gmail.com|127.0.0.1|localhost.com|INFO|event/update-product-name|Product name updated.|[] 
2015-08-15|07:24:27|super@gmail.com|127.0.0.1|localhost.com|INFO|event/update-product-name|Product name updated.|[] 
2015-08-15|07:27:00|super@gmail.com|127.0.0.1|localhost.com|INFO|event/update-product-name|Product name updated.|[] 
2015-08-15|07:28:22|super@gmail.com|127.0.0.1|localhost.com|INFO|event/update-product-name|Product name updated.|[] 
2015-08-15|07:33:05|super@gmail.com|127.0.0.1|localhost.com|INFO|event/update-product-name|Product name updated.|[] 
2015-08-15|07:33:12|super@gmail.com|127.0.0.1|localhost.com|INFO|event/update-product-name|Product name updated.|[] 
2015-08-15|07:33:25|super@gmail.com|127.0.0.1|localhost.com|INFO|event/update-product-text|Product text updated.|[] 
2015-08-15|07:33:31|super@gmail.com|127.0.0.1|localhost.com|INFO|event/update-product-text|Product text updated.|[] 
2015-08-15|07:35:07|super@gmail.com|127.0.0.1|localhost.com|INFO|event/update-product-text|Product text updated.|[] 
2015-08-15|07:35:12|super@gmail.com|127.0.0.1|localhost.com|INFO|event/update-product-name|Product name updated.|[] 
2015-08-15|07:43:13|super@gmail.com|127.0.0.1|localhost.com|INFO|event/update-product-name|Product name updated.|[] 
2015-08-15|07:43:33|super@gmail.com|127.0.0.1|localhost.com|INFO|event/update-product-name|Product name updated.|[] 
2015-08-15|07:43:34|super@gmail.com|127.0.0.1|localhost.com|INFO|event/update-product-name|Product name updated.|[] 
2015-08-15|07:43:38|super@gmail.com|127.0.0.1|localhost.com|INFO|event/update-product-text|Product text updated.|[] 
2015-08-15|07:45:46|super@gmail.com|127.0.0.1|localhost.com|INFO|event/update-product-name|Product name updated.|[] 
2015-08-15|07:45:56|super@gmail.com|127.0.0.1|localhost.com|INFO|event/update-product-text|Product text updated.|[] 
2015-08-15|07:46:01|super@gmail.com|127.0.0.1|localhost.com|INFO|event/update-product-name|Product name updated.|[] 
2015-08-15|07:46:03|super@gmail.com|127.0.0.1|localhost.com|INFO|event/update-product-name|Product name updated.|[] 
2015-08-15|07:46:05|super@gmail.com|127.0.0.1|localhost.com|INFO|event/update-product-name|Product name updated.|[] 
2015-08-15|07:46:07|super@gmail.com|127.0.0.1|localhost.com|INFO|event/update-product-text|Product text updated.|[] 
2015-08-15|07:46:17|super@gmail.com|127.0.0.1|localhost.com|INFO|event/update-product-name|Product name updated.|[] 
2015-08-15|07:46:23|super@gmail.com|127.0.0.1|localhost.com|INFO|event/update-product-name|Product name updated.|[] 
2015-08-15|07:55:47|super@gmail.com|127.0.0.1|localhost.com|INFO|event/update-product-name|Product name updated.|[] 
2015-08-15|07:57:09|super@gmail.com|127.0.0.1|localhost.com|INFO|event/update-product-text|Product text updated.|[] 
2015-08-15|07:57:35|super@gmail.com|127.0.0.1|localhost.com|INFO|event/update-product-name|Product name updated.|[] 
2015-08-15|07:57:55|super@gmail.com|127.0.0.1|localhost.com|INFO|event/update-product-name|Product name updated.|[] 
2015-08-15|07:57:57|super@gmail.com|127.0.0.1|localhost.com|INFO|event/update-product-text|Product text updated.|[] 
2015-08-15|07:58:03|super@gmail.com|127.0.0.1|localhost.com|INFO|event/update-product-name|Product name updated.|[] 
2015-08-15|07:58:22|super@gmail.com|127.0.0.1|localhost.com|INFO|event/update-product-name|Product name updated.|[] 
2015-08-15|08:00:06|super@gmail.com|127.0.0.1|localhost.com|INFO|event/update-product-name|Product name updated.|[] 
2015-08-15|08:00:14|super@gmail.com|127.0.0.1|localhost.com|INFO|event/update-product-name|Product name updated.|[] 
2015-08-15|08:07:15|super@gmail.com|127.0.0.1|localhost.com|INFO|event/update-product-name|Product name updated.|[] 
2015-08-15|08:07:25|super@gmail.com|127.0.0.1|localhost.com|INFO|event/update-product-name|Product name updated.|[] 
2015-08-15|08:22:25|super@gmail.com|127.0.0.1|localhost.com|INFO|event/create|Event created.|[{"_id":{"$id":"55cea969dc78c1e81300002f"},"keywords":"eee","eventName":"eee","status":1,"oauthToken":"ee","oauthTokenSecret":"ee","totPhotoTweets":null,"totTagDet":null,"lastTweetDateTime":null,"lastTweetRequest":null,"lastTweetResponse":null,"lastReqTweetUrl":null,"lastResTweetUrl":null,"resTwitterHandler":"ee","testdata":null}] 
2015-08-15|08:22:30|super@gmail.com|127.0.0.1|localhost.com|INFO|event/update-status|Event status updated.|[{"_id":{"$id":"55cea969dc78c1e81300002f"},"keywords":"eee","eventName":"eee","status":2,"oauthToken":"ee","oauthTokenSecret":"ee","totPhotoTweets":null,"totTagDet":null,"lastTweetDateTime":null,"lastTweetRequest":null,"lastTweetResponse":null,"lastReqTweetUrl":null,"lastResTweetUrl":null,"resTwitterHandler":"ee","testdata":null}] 
